Time,VDD_CPU_GPU_CV,VDD_SOC
2.1631999970850302e-05,1.426,1.426
0.12644505599973854,1.467,1.386
1.1230368960000305,0.978,1.388
2.122283744000015,0.898,1.388
3.1229969599999094,0.898,1.347
4.123478495999734,0.898,1.347
5.124087744000008,0.898,1.388
6.1264609279996876,0.898,1.347
7.126885279999897,0.898,1.347
8.12738441600004,0.898,1.347
9.127659711999968,0.898,1.347
10.135604383999635,1.1,1.388
11.13604076799993,1.386,1.386
12.137953087999904,1.386,1.426
13.139411327999824,1.386,1.426
14.140572991999761,1.386,1.426
15.141189407999718,1.424,1.426
16.14298803199972,1.383,1.426
17.14379225599987,1.386,1.426
18.144018271999812,1.386,1.426
19.144823903999622,1.386,1.426
20.144722783999896,1.386,1.426
21.146150688000034,1.386,1.426
22.147803968000062,1.386,1.426
23.149161567999727,1.424,1.426
24.148588735999965,1.383,1.467
25.15258310399986,1.383,1.426
26.15255718399976,1.383,1.426
27.152575999999954,1.383,1.426
28.15313052800002,1.383,1.426
29.1547109119997,1.383,1.426
30.15687302399965,1.383,1.426
31.157788351999898,1.383,1.426
32.159319967999636,1.386,1.426
33.15974409599994,1.383,1.426
34.16112863999979,1.383,1.426
35.161702623999645,1.383,1.426
36.16152774399961,1.383,1.426
37.16294847999961,1.383,1.426
38.16360124799985,1.383,1.467
39.166925375999654,1.913,1.386
40.16904326399981,2.722,1.424
41.16390639999963,2.072,1.424
42.168206975999965,1.506,1.386
43.17255945599982,2.316,1.424
44.17090428799975,2.357,1.506
45.16876601599961,1.831,1.386
46.167796927999916,1.467,1.386
47.179688927999905,2.885,1.424
48.181942975999846,3.286,1.463
49.17363465599965,3.083,1.465
50.185168575999796,3.205,1.463
51.18789513599995,3.083,1.506
52.17683391999981,2.921,1.506
53.17645356799994,1.587,1.386
54.17639065599997,1.304,1.386
55.18099571199991,1.587,1.549
56.181546591999904,3.715,2.592
57.181150463999984,3.957,2.71
58.18217974399977,3.957,2.71
59.18433267199998,3.917,2.669
60.18603641599975,3.957,2.71
61.18757046399969,3.957,2.71
62.18587215999969,1.343,1.549
63.183729631999995,0.937,1.388
64.1857306879997,0.896,1.388
65.18638700799966,0.898,1.388
66.18734489600001,0.898,1.388
67.18965612800002,0.898,1.388
68.1892425279998,0.898,1.388
69.18898921599975,0.898,1.388
70.1907867519999,0.898,1.388
71.19156998399967,0.898,1.388
72.19206774399981,0.898,1.347
