Time,VDD_CPU_GPU_CV,VDD_SOC
2.2111999896878842e-05,1.386,1.426
0.13803251199988154,1.467,1.386
1.136254911999913,0.978,1.388
2.135125343999789,0.898,1.388
3.136281632000191,0.898,1.388
4.137701055999969,0.898,1.388
5.139067199999772,0.898,1.388
6.139781951999794,0.898,1.388
7.1413684479998665,0.898,1.388
8.141546112000015,0.898,1.388
9.14262563200009,0.898,1.388
10.150028863999978,1.1,1.388
11.147946176000005,1.386,1.426
12.148925567999868,1.386,1.426
13.149593216000085,1.424,1.426
14.150968192000164,1.386,1.426
15.151807071999883,1.386,1.426
16.152230688000145,1.386,1.426
17.154187871999966,1.386,1.426
18.15529568000011,1.383,1.426
19.15607305599997,1.386,1.426
20.156470207999973,1.386,1.426
21.157833727999787,1.386,1.426
22.158412320000025,1.386,1.426
23.16123814399998,1.343,1.426
24.162846239999908,1.383,1.467
25.164344960000108,1.383,1.467
26.16623814400009,1.383,1.426
27.16648847999977,1.383,1.426
28.167318303999764,1.383,1.426
29.168588032000116,1.383,1.426
30.169363456000156,1.383,1.426
31.1698935039999,1.383,1.426
32.17242860799979,1.383,1.426
33.172231552000085,1.383,1.426
34.17285200000015,1.383,1.426
35.17270115200017,1.383,1.426
36.174471039999844,1.383,1.426
37.17508787199995,1.383,1.426
38.17519452799979,1.383,1.426
39.17718095999999,1.345,1.386
40.183187008000004,2.682,1.424
41.1763403519999,2.479,1.465
42.17684281599986,1.506,1.386
43.187367903999984,2.438,1.424
44.186883039999884,2.438,1.506
45.18006851200016,1.668,1.386
46.19128323199993,2.479,1.424
47.19033420799997,3.002,1.465
48.189991327999905,3.124,1.544
49.19621222400019,2.962,1.465
50.1953623039999,3.164,1.503
51.19868614400002,3.205,1.503
52.186249536000105,1.709,1.426
53.18665993600007,1.304,1.386
54.19040828800007,1.141,1.386
55.19163968000021,3.796,2.71
56.19342636800002,4.152,2.912
57.19671232000019,4.193,2.907
58.19554035200008,4.193,2.907
59.196711455999775,4.193,2.907
60.197057567999764,3.991,2.831
61.19626422400006,1.223,1.508
62.19480131199998,0.937,1.388
63.196157760000006,0.896,1.388
64.19635846399979,0.898,1.388
65.19696889599982,0.898,1.388
66.19870592000007,0.898,1.388
67.19986995199997,0.898,1.388
68.20053020800015,0.898,1.388
69.2016000640001,0.898,1.388
70.20321139199996,0.898,1.388
71.20393375999993,0.898,1.388
