Time,VDD_CPU_GPU_CV,VDD_SOC
2.271999983349815e-05,1.386,1.426
0.12179238399994574,1.465,1.386
1.120260799999869,0.978,1.388
2.1194399999999405,0.898,1.388
3.120809472000019,0.898,1.388
4.1208464639998965,0.896,1.388
5.122747263999827,0.898,1.388
6.12373020799987,0.898,1.347
7.124941311999919,0.898,1.347
8.124228736000077,0.898,1.347
9.12639593599988,0.898,1.347
10.130929536000167,1.1,1.388
11.133393535999858,1.386,1.386
12.133252095999978,1.386,1.426
13.134130271999766,1.386,1.426
14.133882527999958,1.386,1.426
15.134294175999912,1.383,1.426
16.13478035199978,1.383,1.426
17.135985280000114,1.386,1.426
18.137181631999738,1.383,1.426
19.13875030400004,1.386,1.426
20.139664320000065,1.383,1.426
21.141326368000136,1.386,1.426
22.142904287999954,1.386,1.426
23.146149279999918,1.424,1.426
24.145976192000035,1.383,1.467
25.1476524159998,1.383,1.426
26.147862943999826,1.383,1.426
27.148596863999956,1.383,1.426
28.149831904000166,1.383,1.426
29.15072831999987,1.383,1.426
30.15271827200013,1.383,1.426
31.15354659200011,1.383,1.426
32.154370912000104,1.383,1.426
33.15499657600003,1.383,1.426
34.15561987199999,1.383,1.426
35.156561599999804,1.383,1.426
36.15821571200013,1.383,1.426
37.15945049599986,1.383,1.426
38.15971644799993,1.383,1.467
39.16552710399992,1.546,1.386
40.16518735999989,2.722,1.465
41.16129632000002,2.357,1.465
42.16132825600016,1.506,1.386
43.16746815999977,2.275,1.426
44.17295321599977,2.6,1.506
45.16713142399976,1.872,1.426
46.16554972799986,1.467,1.386
47.174384288000056,2.885,1.424
48.177768575999835,3.327,1.463
49.169177599999784,3.286,1.463
50.17933801599975,3.164,1.463
51.1842905919998,3.083,1.503
52.17390012799979,2.84,1.506
53.17090118399983,1.546,1.386
54.17232022400003,1.386,1.386
55.177173951999976,3.235,2.393
56.17643609600009,3.957,2.79
57.17782720000014,4.314,3.028
58.17845580799985,4.112,2.907
59.179431743999885,4.233,2.988
60.181026528000075,4.233,2.988
61.180941247999726,1.546,1.712
62.182201535999866,0.978,1.388
63.181570975999875,0.896,1.388
64.1820287999999,0.896,1.388
65.18385740799977,0.896,1.388
66.18446719999974,0.896,1.388
67.18539004800004,0.898,1.388
68.18677228800016,0.898,1.388
69.18765638400009,0.898,1.388
70.18877340800009,0.898,1.388
71.18849603199988,0.898,1.388
