Time,VDD_CPU_GPU_CV,VDD_SOC
3.081600016230368e-05,1.465,1.386
0.9968087360002755,1.019,1.388
1.99665708800012,0.896,1.347
2.997608544000286,0.896,1.347
4.000557888000003,0.896,1.388
4.999014880000232,0.896,1.347
6.001214591999997,0.898,1.347
7.002058560000023,0.898,1.347
8.002991872000166,0.898,1.347
9.003748095999981,0.898,1.347
10.009516128000087,1.019,1.388
11.01218006399995,1.386,1.386
12.013004032000026,1.386,1.426
13.014817119999861,1.386,1.426
14.013650719999987,1.386,1.426
15.014553471999989,1.383,1.426
16.014772640000047,1.383,1.426
17.01575776000027,1.386,1.426
18.01623465600005,1.383,1.426
19.01920211200013,1.386,1.426
20.020597952000116,1.383,1.426
21.021919872000126,1.383,1.426
22.02317264000021,1.383,1.426
23.02435068800014,1.424,1.426
24.024844992,1.383,1.426
25.026554527999906,1.383,1.426
26.027609472000222,1.383,1.426
27.029307040000276,1.383,1.426
28.02940188799994,1.383,1.426
29.029519199999868,1.383,1.426
30.030454239999926,1.383,1.426
31.03220406399987,1.383,1.426
32.03200732799996,1.383,1.426
33.03415542399989,1.424,1.426
34.03551830400011,1.383,1.426
35.03543552000019,1.383,1.426
36.03678982400015,1.383,1.426
37.03653695999992,1.383,1.426
38.037995072000285,1.383,1.426
39.03791206400001,1.345,1.386
40.03945846400029,1.304,1.386
41.04175827200015,2.479,1.465
42.04285094400029,2.6,1.465
43.041973088000304,2.6,1.465
44.04347926399987,1.223,1.388
45.04230364800014,0.937,1.388
46.043040479999945,0.898,1.347
47.04171215999986,0.898,1.347
48.0437084160003,0.898,1.347
49.043600032000086,0.898,1.347
50.04574816000013,0.898,1.388
51.046376864000194,0.898,1.347
52.04765897600009,0.898,1.347
53.04823081599989,0.898,1.347
54.04996982400007,0.898,1.347
