Time,VDD_CPU_GPU_CV,VDD_SOC
2.0832000245718518e-05,1.386,1.386
0.14064230400026645,1.465,1.386
1.134903839999879,0.978,1.388
2.1348176960000274,0.898,1.347
3.1350234880001153,0.898,1.347
4.135868287999983,0.896,1.388
5.1374633280001945,0.898,1.347
6.139181536000251,0.898,1.347
7.141586400000051,0.898,1.347
8.142374368000219,0.898,1.347
9.14273632000004,0.898,1.347
10.150536224000007,1.1,1.388
11.151422047999858,1.386,1.386
12.151641632000064,1.426,1.426
13.153192480000143,1.386,1.426
14.154322912000225,1.383,1.426
15.155194208000012,1.383,1.426
16.15774172800002,1.465,1.426
17.1555813760001,1.386,1.426
18.156284575999962,1.383,1.426
19.15748710400021,1.386,1.426
20.158350176000113,1.383,1.426
21.159476928000004,1.383,1.426
22.159047552000175,1.383,1.426
23.16256473600015,1.424,1.426
24.164136864000284,1.383,1.467
25.165085504000217,1.383,1.426
26.165891264000038,1.383,1.426
27.166053951999857,1.383,1.426
28.166624544000115,1.383,1.426
29.169162080000206,1.383,1.426
30.17023184000027,1.383,1.426
31.17184035199989,1.383,1.426
32.17236025600005,1.383,1.426
33.17356976000019,1.383,1.426
34.1743693440003,1.383,1.426
35.174012288000085,1.383,1.426
36.17558940800018,1.383,1.426
37.17610035200005,1.383,1.426
38.17771715200024,1.383,1.426
39.177464767999936,1.386,1.386
40.1806201280001,1.95,1.628
41.182147775999965,3.438,2.309
42.18171478400018,3.599,2.39
43.18299689600008,3.599,2.39
44.18404348800004,3.64,2.39
45.18604176000008,3.64,2.39
46.18640150400006,3.64,2.43
47.1850819199999,3.159,2.15
48.18451875200026,1.1,1.429
49.185011999999915,0.896,1.388
50.18570582400025,0.898,1.388
51.18575420800016,0.898,1.388
52.186110464000194,0.898,1.347
53.187214783999934,0.896,1.347
54.18820480000022,0.898,1.347
55.190084992000266,0.898,1.347
56.1898477120003,0.898,1.347
57.190684288000284,0.898,1.347
