Time,VDD_CPU_GPU_CV,VDD_SOC
2.2048000118957134e-05,1.386,1.426
0.1412454080000316,1.467,1.386
1.132851648000269,0.978,1.388
2.131755520000297,0.898,1.388
3.1326991360001557,0.898,1.347
4.134824704000039,0.898,1.347
5.133850015999997,0.898,1.347
6.136038783999993,0.898,1.388
7.137226880000071,0.898,1.347
8.137891679999939,0.898,1.388
9.137775904000137,0.898,1.347
10.145846591999998,1.1,1.388
11.146580831999927,1.386,1.386
12.147567680000066,1.386,1.426
13.148519232000126,1.386,1.426
14.14879993600016,1.386,1.426
15.150332544000321,1.386,1.426
16.15131072000031,1.383,1.426
17.153125792000083,1.386,1.426
18.154459392000263,1.386,1.426
19.154538784000124,1.386,1.426
20.15664540800026,1.383,1.426
21.157429632000003,1.386,1.426
22.158548639999935,1.386,1.426
23.158521184000165,1.424,1.426
24.15981750400033,1.383,1.426
25.16177513599996,1.424,1.426
26.16107715199996,1.383,1.426
27.164801343999898,1.383,1.426
28.165146368000023,1.383,1.426
29.165352800000164,1.383,1.426
30.165970047999963,1.383,1.426
31.167100736000066,1.383,1.426
32.16767267200021,1.383,1.426
33.16900307200012,1.383,1.426
34.17042265600003,1.383,1.426
35.17110828800014,1.383,1.426
36.170992320000096,1.383,1.426
37.17247814400025,1.383,1.426
38.17292627200004,1.383,1.426
39.1787252160002,1.426,1.386
40.176141760000064,2.722,1.424
41.17358064000018,2.397,1.465
42.17651635199991,1.506,1.386
43.18380022400015,2.479,1.424
44.18517078400009,2.357,1.506
45.17815744000018,1.668,1.386
46.28482633600015,2.641,1.424
47.19702252800016,2.194,1.424
48.19465667200029,3.164,1.465
49.19393603200024,2.926,1.465
50.19293692800011,3.205,1.463
51.194392320000134,3.083,1.503
52.183685920000244,2.921,1.506
53.184295936000126,1.546,1.386
54.18717548800032,1.383,1.386
55.19122409600004,3.403,2.231
56.19206163200033,3.68,2.349
57.193154208000124,3.802,2.39
58.191197439999996,1.506,1.589
59.190425440000126,0.937,1.388
60.19184278400007,0.896,1.388
61.190196928000205,0.898,1.388
62.192740032000074,0.898,1.388
63.194108096000036,0.898,1.347
64.19421382400014,0.898,1.347
65.19588300800024,0.898,1.388
66.19671936000032,0.898,1.388
67.19818992,0.898,1.388
68.19836675200031,0.898,1.388
