Time,VDD_CPU_GPU_CV,VDD_SOC
2.5440000172238797e-05,1.426,1.426
0.1390872639999543,1.467,1.386
1.1331592000001365,0.978,1.388
2.1332625600002757,0.898,1.347
3.1417240959999617,0.898,1.347
4.13420345600025,0.898,1.347
5.134352416000183,0.898,1.347
6.13477852799997,0.898,1.347
7.136212096000236,0.898,1.347
8.13756716800026,0.898,1.347
9.138820000000123,0.898,1.347
10.144897312000012,1.1,1.388
11.144886592000148,1.386,1.386
12.14624940800013,1.386,1.426
13.146990208000261,1.386,1.426
14.148191552000299,1.386,1.426
15.148642560000098,1.386,1.426
16.1493749440001,1.386,1.426
17.150905024000167,1.386,1.426
18.151705984000273,1.386,1.426
19.152488928000366,1.386,1.426
20.153656096000304,1.386,1.426
21.15459244800013,1.386,1.426
22.155631168000127,1.386,1.426
23.15832291200013,1.424,1.426
24.159184736000043,1.383,1.426
25.159603040000093,1.383,1.426
26.159392863999983,1.383,1.426
27.160378976000175,1.383,1.426
28.16369904000021,1.383,1.426
29.16251126399993,1.383,1.426
30.16354473599995,1.383,1.426
31.164544608000142,1.383,1.426
32.165338048000194,1.383,1.426
33.166525408000325,1.386,1.426
34.167681408000135,1.383,1.426
35.16853856000034,1.383,1.426
36.169458719999966,1.383,1.426
37.170215520000056,1.383,1.426
38.17129174399997,1.383,1.426
39.182333248000305,1.467,1.386
40.17857721600012,2.722,1.424
41.17371875200024,2.316,1.465
42.17400752000003,1.549,1.386
43.182207264000226,2.198,1.386
44.18826758400019,2.682,1.465
45.175573215999975,2.035,1.426
46.18291664000026,1.506,1.386
47.18149865600026,2.722,1.424
48.1927650560001,3.205,1.463
49.19356342400033,3.246,1.503
50.19356768000034,3.205,1.463
51.19714479999993,3.083,1.503
52.18639731200028,3.164,1.503
53.18508332800002,1.587,1.386
54.18362672000012,1.263,1.386
55.18985452800007,1.506,1.467
56.190692288000264,3.321,2.109
57.19242470400013,3.478,2.15
58.193499040000006,3.478,2.191
59.19289984000034,1.668,1.589
60.191398815999946,0.978,1.388
61.19117350400029,0.896,1.388
62.19350873600024,0.939,1.388
63.19345344000021,0.898,1.347
64.19376288000012,0.898,1.347
65.19405078399996,0.898,1.347
66.19564963200037,0.898,1.347
67.19580364800004,0.898,1.347
68.19558595200033,0.898,1.347
69.19785408000007,0.898,1.347
