Time,VDD_CPU_GPU_CV,VDD_SOC
2.732799976001843e-05,1.508,1.386
0.9968227199997273,1.019,1.388
1.9969514879999224,0.898,1.347
2.9964050879998467,0.898,1.347
3.9985048959997584,0.898,1.347
4.999505439999666,0.898,1.347
5.9998794559996895,0.898,1.347
7.001627455999824,0.898,1.347
8.002460191999944,0.898,1.347
9.003172607999659,0.898,1.347
10.0079943679998,1.019,1.388
11.01055315199983,1.345,1.426
12.012193535999813,1.386,1.426
13.01293468799986,1.386,1.426
14.012564255999678,1.386,1.426
15.01321705600003,1.386,1.426
16.013839071999882,1.386,1.426
17.01507817599986,1.386,1.426
18.01540883200005,1.386,1.426
19.016733887999635,1.386,1.426
20.017687551999643,1.386,1.426
21.01856633599982,1.386,1.426
22.01983481599973,1.386,1.426
23.022077471999637,1.424,1.426
24.022774015999858,1.383,1.426
25.024207999999817,1.383,1.426
26.0256270079999,1.383,1.426
27.025672863999716,1.383,1.426
28.02790643199978,1.383,1.426
29.030622591999872,1.383,1.426
30.030581759999677,1.383,1.426
31.031645472000037,1.383,1.426
32.032453152000016,1.383,1.426
33.032264351999856,1.383,1.426
34.03295043199978,1.383,1.426
35.034296383999845,1.383,1.426
36.03453910400003,1.383,1.426
37.035980608000045,1.383,1.426
38.03842895999969,1.383,1.426
39.038720287999695,1.386,1.386
40.04374236800004,2.641,1.424
41.03954054399992,2.641,1.465
42.03887948800002,1.546,1.386
43.048466815999745,2.397,1.424
44.048574751999695,2.316,1.506
45.04344812799991,1.75,1.386
46.052948256000036,2.198,1.426
47.05565433599986,3.002,1.465
48.052341823999996,3.002,1.544
49.05314335999992,3.083,1.503
50.057715391999864,3.164,1.503
51.06280831999993,3.205,1.463
52.050074272000074,1.79,1.426
53.05103878399996,1.465,1.386
54.04812067199964,1.263,1.386
55.05423103999965,2.997,2.069
56.05556617599996,3.321,2.191
57.05462601599993,1.465,1.549
58.05382095999994,0.937,1.388
59.05481315199995,0.898,1.388
60.05566163200001,0.898,1.388
61.055933119999736,0.898,1.347
62.05786895999972,0.898,1.347
63.05933782400007,0.939,1.388
64.05881468799998,0.898,1.347
65.05909932799977,0.898,1.347
66.06016,0.898,1.347
67.06218287999991,0.898,1.347
