Time,VDD_CPU_GPU_CV,VDD_SOC
2.1536000076594064e-05,1.386,1.386
0.13306457599992427,1.465,1.386
1.130269664000025,0.978,1.388
2.129292351999993,0.898,1.347
3.1302684799998133,0.898,1.347
4.132471295999949,0.898,1.347
5.1316165119997095,0.898,1.347
6.132837599999675,0.898,1.347
7.134431999999833,0.898,1.347
8.135427295999762,0.898,1.347
9.136827871999685,0.898,1.347
10.145300096000028,1.182,1.388
11.143033567999737,1.386,1.386
12.14553843199974,1.386,1.426
13.145855263999692,1.386,1.426
14.147912575999726,1.383,1.426
15.14803788800009,1.383,1.426
16.147162912000113,1.383,1.426
17.14933926399999,1.383,1.426
18.151346399999966,1.383,1.426
19.151193343999694,1.383,1.426
20.151882975999797,1.383,1.426
21.153484768,1.383,1.426
22.15593689599973,1.386,1.426
23.156949887999872,1.424,1.426
24.156718207999802,1.383,1.426
25.157139584000106,1.383,1.426
26.158006688000114,1.383,1.426
27.158771775999867,1.383,1.426
28.16066153599968,1.383,1.426
29.163722400000097,1.383,1.426
30.163793312000053,1.383,1.426
31.16426723199993,1.383,1.426
32.16425449600001,1.383,1.426
33.16586035199998,1.383,1.426
34.16769270399982,1.383,1.426
35.167494559999795,1.383,1.426
36.168795679999675,1.383,1.426
37.17088953599978,1.424,1.426
38.17172911999978,1.383,1.426
39.17026223999983,1.386,1.426
40.17117999999982,1.345,1.386
41.17435119999982,2.88,1.747
42.17528275199993,3.083,1.788
43.17565119999972,3.124,1.788
44.1773409919997,3.124,1.828
45.176384192000114,1.386,1.467
46.17598038400001,0.937,1.388
47.17706627200005,0.896,1.347
48.17814678400009,0.898,1.347
49.17922678400009,0.898,1.347
50.17817471999979,0.896,1.347
51.17950313599977,0.898,1.347
52.182260640000095,0.898,1.347
53.1817691199999,0.898,1.347
54.181999775999884,0.898,1.347
55.18254179199994,0.898,1.347
