Time [s],Power [W]
4.4152748584747314,6.9
5.5860607624053955,7.0
5.9285664558410645,7.0
6.005502223968506,7.0
6.082415580749512,7.0
6.705992698669434,7.0
6.781604528427124,7.0
7.058729887008667,7.0
7.135714530944824,7.0
7.2455503940582275,7.0
7.420532464981079,7.0
7.808383464813232,7.0
7.878317356109619,7.0
7.962401628494263,7.0
8.09882926940918,7.0
8.623924016952515,7.0
8.947716236114502,7.0
9.044925451278687,7.0
9.12924313545227,7.0
9.213206768035889,7.0
9.62465238571167,7.0
10.715547323226929,7.0
11.262507200241089,7.0
11.347969770431519,7.0
11.432237386703491,7.0
11.51683497428894,7.0
11.601537227630615,7.0
11.769078731536865,6.9
11.919248819351196,6.9
12.1052987575531,6.9
12.273106336593628,6.9
12.340801239013672,6.9
12.437244176864624,6.9
12.6054847240448,6.9
12.688903331756592,6.9
13.094824075698853,7.0
13.33617639541626,7.0
13.592891216278076,7.0
13.7432222366333,7.0
13.89729619026184,7.0
14.024941682815552,7.0
14.102465629577637,7.0
14.180432558059692,7.0
14.253158330917358,7.0
14.332931518554688,7.0
14.768386125564575,7.0
14.84156084060669,7.0
14.920389175415039,7.0
15.154330968856812,7.0
15.231983661651611,7.0
15.312175512313843,7.0
15.391504049301147,7.0
15.470852851867676,7.0
15.545286178588867,7.0
15.622340202331543,7.0
15.698965311050415,7.0
15.787763595581055,7.0
15.875078439712524,7.0
16.123046875,6.9
16.205652236938477,6.9
16.282610416412354,6.9
16.35661005973816,6.9
16.957276344299316,6.9
17.029251098632812,6.9
17.10582137107849,6.9
17.183262825012207,6.9
17.261253833770752,6.9
17.340111255645752,6.9
17.423319816589355,6.9
18.204358100891113,7.0
18.29667830467224,7.0
18.378472089767456,7.0
18.46269726753235,7.0
18.546288013458252,7.0
18.632672786712646,7.0
18.81026601791382,7.0
19.17521023750305,6.9
19.260729551315308,6.9
19.34488344192505,6.9
19.428868293762207,6.9
19.512471199035645,6.9
19.595746517181396,6.9
19.67865014076233,6.9
19.76295042037964,6.9
19.93466067314148,6.9
20.017961502075195,6.9
20.455459356307983,6.9
20.636052131652832,7.0
20.72439956665039,7.0
20.888615131378174,7.0
20.98183584213257,7.0
21.21587109565735,7.0
21.284670114517212,7.0
21.379701852798462,7.0
21.464351892471313,7.0
21.54937720298767,7.0
21.634895086288452,7.0
21.72346520423889,7.0
21.807295322418213,7.0
21.891892194747925,7.0
22.20599913597107,6.9
22.378085613250732,6.9
22.463748455047607,6.9
22.536145448684692,6.9
22.621113538742065,6.9
22.690732955932617,6.9
22.76827120780945,6.9
22.865160942077637,6.9
22.945704698562622,6.9
23.02050495147705,6.9
23.10038733482361,6.9
23.398964405059814,6.9
23.601372003555298,7.0
23.6728937625885,7.0
23.74900531768799,7.0
23.829424619674683,7.0
23.914100170135498,7.0
23.985833644866943,7.0
24.064661979675293,7.0
24.137981414794922,7.0
24.216252088546753,7.0
24.47487783432007,7.0
24.557888984680176,7.0
24.63549041748047,7.0
24.712962865829468,7.0
24.889610052108765,7.0
24.964120864868164,7.0
25.045729875564575,7.0
25.121110677719116,7.0
25.197927951812744,7.9
25.273172855377197,7.9
25.5384418964386,7.9
25.612648248672485,7.9
25.688259601593018,7.9
25.772293090820312,7.9
25.84754490852356,7.9
25.927738666534424,7.9
26.00297737121582,7.9
26.0797860622406,7.9
26.159425020217896,7.9
26.2393798828125,7.9
26.316364526748657,7.9
26.39583468437195,7.9
26.47250771522522,7.9
26.68355131149292,7.8
26.79997205734253,7.8
26.877314805984497,7.8
26.950677394866943,7.8
27.03826117515564,7.8
27.120397329330444,7.8
27.38186502456665,7.8
27.466346979141235,7.8
27.541284561157227,7.8
27.620129823684692,7.8
27.69671607017517,7.8
27.777954578399658,7.8
27.937466144561768,7.8
28.089837551116943,7.8
28.171933889389038,7.8
28.350448846817017,7.8
28.441824913024902,7.8
28.52841353416443,7.8
28.620014667510986,7.8
28.920980215072632,7.8
28.993907690048218,7.8
29.24810242652893,7.8
29.33425235748291,7.8
29.41956639289856,7.8
29.720775365829468,7.8
29.93765163421631,7.8
30.018763065338135,7.8
30.1705424785614,7.8
30.24503517150879,7.8
30.33003330230713,7.8
30.58981990814209,7.8
30.674341440200806,7.8
30.812437772750854,7.8
30.894237756729126,7.8
30.978990077972412,7.8
31.061514616012573,7.8
31.145906448364258,7.8
31.23028016090393,7.8
31.308393955230713,7.8
31.39163589477539,7.8
31.475338220596313,7.8
31.575764179229736,7.8
31.657989025115967,7.8
31.746811866760254,7.8
31.837231397628784,7.8
31.924142837524414,7.8
32.00517988204956,7.8
32.09820580482483,7.8
32.182718992233276,7.8
32.317644119262695,7.8
32.3992805480957,7.8
32.49026799201965,7.8
32.57673192024231,7.8
32.660160779953,7.8
32.743842363357544,7.8
32.82903742790222,7.8
32.911365032196045,7.8
32.98225474357605,7.8
33.050124645233154,7.8
33.132131814956665,7.8
33.20859241485596,7.8
33.28583812713623,7.8
33.364129066467285,7.8
33.44250774383545,7.8
33.519646644592285,7.8
33.594348192214966,7.8
33.66883444786072,7.8
33.766332387924194,7.8
34.087119579315186,7.8
34.17213582992554,7.8
34.249335289001465,7.8
34.33302545547485,7.8
34.40583658218384,7.8
34.63104510307312,7.8
34.703129529953,7.8
34.783138036727905,7.8
34.859991788864136,7.8
34.937281131744385,7.8
35.01833462715149,7.8
35.10005807876587,7.8
35.169477701187134,7.8
35.24909996986389,7.8
35.328612089157104,7.8
35.407713651657104,7.8
35.65976142883301,7.8
35.75484824180603,7.8
35.83774256706238,7.8
36.00552821159363,7.8
36.10064220428467,7.8
36.18323278427124,7.8
36.256213665008545,7.8
36.35249185562134,7.8
36.44130730628967,7.8
36.691482067108154,7.8
36.78608322143555,7.8
36.872085094451904,7.8
36.95569944381714,7.8
